SOC2000	UKEMPST	STDEMPST	MCAMSIS	FCAMSIS	NS_SEC	OPERCAT	RNS_SEC	ROPERCAT	RGSC	SEG	NREMPST
6114	-1	6	58.95	47.85	-999	-999	-999	-999	-999	-999	-999
6114	0	0	58.96	50.44	6	12.7	-999	-999	4	7	0
6114	1	-1	58.92	50.19	1.1	1	-999	-999	2	1.1	1
6114	2	-2	59.06	60	4	8.1	4	8.1	2	2.1	2
6114	3	3	59.06	60.13	4	9.1	4	9.1	3.2	12	3
6114	4	-3	59.17	45.81	6	12.7	6	12.7	4	7	7
6114	5	-4	59.17	45.81	6	12.7	-999	-999	4	7	7
6114	6	-5	58.88	49.43	5	10	5	10	3.2	8	6
6114	7	-6	58.84	49.13	6	12.7	6	12.7	4	7	7
6115	-3	2	43.97	37.8	-999	-999	-999	-999	-999	-999	-999
6115	-2	4	43.97	37.72	-999	-999	-999	-999	-999	-999	-999
6115	-1	6	43.97	37.72	-999	-999	-999	-999	-999	-999	-999
6115	0	0	43.97	37.72	6	12.2	-999	-999	4	10	0
6115	1	-1	43.97	37.72	1.1	1	-999	-999	2	1.1	1
6115	2	-2	43.97	37.72	4	8.1	4	8.1	2	2.1	2
6115	3	3	43.97	37.8	4	9.1	4	9.1	3.2	12	3
6115	4	-3	43.96	37.88	6	12.2	6	12.2	4	10	7
6115	5	-4	43.96	37.88	6	12.2	-999	-999	4	10	7
6115	6	-5	43.97	31.67	5	10	5	10	3.2	8	6
6115	7	-6	43.97	37.68	6	12.2	6	12.2	4	10	7
6121	-3	2	54.4	57.9	-999	-999	-999	-999	-999	-999	-999
6121	-2	4	55.62	60.06	-999	-999	-999	-999	-999	-999	-999
6121	-1	6	46.11	56.73	-999	-999	-999	-999	-999	-999	-999
6121	0	0	46.78	56.73	3	7.2	-999	-999	3.1	6	0
6121	1	-1	55.62	57.68	1.1	1	-999	-999	2	1.1	1
6121	2	-2	55.62	60.06	4	8.1	4	8.1	2	2.1	2
6121	3	3	49.89	50.7	4	9.1	4	9.1	3.2	12	3
6121	4	-3	52.93	56.99	3	7.2	3	7.2	3.1	6	7
6121	5	-4	52.93	56.99	3	7.2	-999	-999	3.1	6	7
6121	6	-5	50.46	56.9	2	6	2	6	3.1	5.2	6
6121	7	-6	45.99	56.68	3	7.2	3	7.2	3.1	6	7
6122	-3	2	63.1	50	-999	-999	-999	-999	-999	-999	-999
6122	-2	4	55.8	49.7	-999	-999	-999	-999	-999	-999	-999
6122	-1	6	43.5	49.6	-999	-999	-999	-999	-999	-999	-999
6122	0	0	46.7	49.7	4	9.1	-999	-999	3.2	12	0
6122	1	-1	55.8	49.7	1.1	1	-999	-999	2	1.1	1
6122	2	-2	55.8	49.7	4	8.1	4	8.1	2	2.1	2
6122	3	3	63.1	50	4	9.1	4	9.1	3.2	12	3
6122	4	-3	52.7	49.7	7	13.1	7	13.1	4	7	7
6122	5	-4	52.7	49.7	7	13.1	-999	-999	4	7	7
6122	6	-5	43.5	49.8	5	10	5	10	3.2	8	6
6122	7	-6	43.5	49.6	7	13.1	7	13.1	4	7	7
6123	-3	2	59.68	53.43	-999	-999	-999	-999	-999	-999	-999
6123	-2	4	55.8	54.38	-999	-999	-999	-999	-999	-999	-999
6123	-1	6	43.73	56.14	-999	-999	-999	-999	-999	-999	-999
6123	0	0	45.63	55.78	6	12.7	-999	-999	4	7	0
6123	1	-1	55.8	55.78	1.1	1	-999	-999	2	1.1	1
6123	2	-2	55.8	54.38	4	8.1	4	8.1	2	2.1	2
6123	3	3	56.98	50	4	9.1	4	9.1	3.2	12	3
6123	4	-3	52.7	55.78	6	12.7	6	12.7	4	7	7
6123	5	-4	52.7	55.78	6	12.7	-999	-999	4	7	7
6123	6	-5	46.47	55.83	5	10	5	10	3.2	8	6
6123	7	-6	43.73	56.14	6	12.7	6	12.7	4	7	7
6124	-3	2	53.7	57.2	-999	-999	-999	-999	-999	-999	-999
6124	-2	4	55.8	57.2	-999	-999	-999	-999	-999	-999	-999
6124	-1	6	43.5	57.2	-999	-999	-999	-999	-999	-999	-999
6124	0	0	43.5	57.2	6	12.7	-999	-999	4	7	0
6124	1	-1	55.8	57.2	1.1	1	-999	-999	2	1.1	1
6124	2	-2	55.8	57.2	4	8.1	4	8.1	2	2.1	2
6124	3	3	49.5	57.2	4	9.1	4	9.1	3.2	12	3
6124	4	-3	52.7	57.2	6	12.7	6	12.7	4	7	7
6124	5	-4	52.7	57.2	6	12.7	-999	-999	4	7	7
6124	6	-5	50.1	57.2	5	10	5	10	3.2	8	6
6124	7	-6	43.5	57.2	6	12.7	6	12.7	4	7	7
6131	-3	2	68.9	54	-999	-999	-999	-999	-999	-999	-999
6131	-2	4	58	54	-999	-999	-999	-999	-999	-999	-999
6131	-1	6	41.1	54	-999	-999	-999	-999	-999	-999	-999
6131	0	0	43.9	54	6	12.2	-999	-999	4	10	0
6131	1	-1	58	54	1.1	1	-999	-999	2	1.1	1
6131	2	-2	58	54	4	8.1	4	8.1	2	2.1	2
6131	3	3	68.9	54	4	9.1	4	9.1	3.2	12	3
6131	4	-3	58	54	6	12.2	6	12.2	4	10	7
6131	5	-4	58	54	6	12.2	-999	-999	4	10	7
6131	6	-5	58	54	5	10	5	10	3.2	8	6
6131	7	-6	41.1	54	6	12.2	6	12.2	4	10	7
6139	-3	2	46.99	40.89	-999	-999	-999	-999	-999	-999	-999
6139	-2	4	34.91	40.89	-999	-999	-999	-999	-999	-999	-999
6139	-1	6	34.73	40.49	-999	-999	-999	-999	-999	-999	-999
6139	0	0	36.02	40.51	7	13.5	-999	-999	4	15	0
6139	1	-1	34.91	35.42	1.1	1	-999	-999	2	1.1	1
6139	2	-2	34.91	40.89	4	8.2	4	8.2	2	13	2
6139	3	3	49.15	40.89	4	9.2	4	9.2	2	14	3
6139	4	-3	34.75	40.53	7	13.5	7	13.5	4	15	7
6139	5	-4	34.75	40.53	7	13.5	-999	-999	4	15	7
6139	6	-5	39.56	40.46	5	10	5	10	3.2	8	6
6139	7	-6	34.49	40.49	7	13.5	7	13.5	4	15	7
6211	-3	2	61.51	59.44	-999	-999	-999	-999	-999	-999	-999
6211	-2	4	61.51	59.44	-999	-999	-999	-999	-999	-999	-999
6211	-1	6	43.56	40.3	-999	-999	-999	-999	-999	-999	-999
6211	0	0	44.41	41.57	6	12.2	-999	-999	4	10	0
6211	1	-1	61.51	42.17	1.1	1	-999	-999	2	1.1	1
6211	2	-2	61.51	59.44	4	8.1	4	8.1	2	2.1	2
6211	3	3	61.51	59.44	4	9.1	4	9.1	3.2	12	3
6211	4	-3	53.94	42.17	6	12.2	6	12.2	4	10	7
6211	5	-4	53.94	42.17	6	12.2	-999	-999	4	10	7
6211	6	-5	54.01	39.1	5	10	5	10	3.2	8	6
6211	7	-6	41.77	40.38	6	12.2	6	12.2	4	10	7
6212	-3	2	59.5	63.97	-999	-999	-999	-999	-999	-999	-999
6212	-2	4	76.44	59.08	-999	-999	-999	-999	-999	-999	-999
6212	-1	6	60.03	59.08	-999	-999	-999	-999	-999	-999	-999
6212	0	0	59.28	59.41	3	7.2	-999	-999	3.1	6	0
6212	1	-1	76.44	72.02	1.1	1	-999	-999	2	1.1	1
6212	2	-2	76.44	59.08	4	8.1	4	8.1	2	2.1	2
6212	3	3	52.4	67.91	4	9.1	4	9.1	3.2	12	3
6212	4	-3	60.09	59.08	3	7.2	3	7.2	3.1	6	7
6212	5	-4	60.09	59.08	3	7.2	-999	-999	3.1	6	7
6212	6	-5	62.62	55.91	2	6	2	6	3.1	5.2	6
6212	7	-6	59.91	59.14	3	7.2	3	7.2	3.1	6	7
6213	-3	2	53	57.81	-999	-999	-999	-999	-999	-999	-999
6213	-2	4	59.68	56.55	-999	-999	-999	-999	-999	-999	-999
6213	-1	6	51.71	56.55	-999	-999	-999	-999	-999	-999	-999
6213	0	0	51.74	56.58	7	13.1	-999	-999	4	7	0
6213	1	-1	59.68	62.84	1.1	1	-999	-999	2	1.1	1
6213	2	-2	59.68	56.55	4	8.1	4	8.1	2	2.1	2
6213	3	3	52	57.92	4	9.1	4	9.1	3.2	12	3
6213	4	-3	51.74	56.55	7	13.1	7	13.1	4	7	7
6213	5	-4	51.74	56.55	7	13.1	-999	-999	4	7	7
6213	6	-5	52.97	55.01	5	10	5	10	3.2	8	6
6213	7	-6	51.65	56.58	7	13.1	7	13.1	4	7	7
6214	-3	2	52.49	55.84	-999	-999	-999	-999	-999	-999	-999
6214	-2	4	52.56	55.94	-999	-999	-999	-999	-999	-999	-999
6214	-1	6	52.46	55.77	-999	-999	-999	-999	-999	-999	-999
6214	0	0	52.48	55.81	3	7.2	-999	-999	3.1	6	0
6214	1	-1	52.46	55.77	1.1	1	-999	-999	2	1.1	1
6214	2	-2	52.65	55.94	4	8.1	4	8.1	2	2.1	2
6214	3	3	52.32	55.77	4	9.1	4	9.1	3.2	12	3
6214	4	-3	52.46	55.77	3	7.2	3	7.2	3.1	6	7
6214	5	-4	52.46	55.77	3	7.2	-999	-999	3.1	6	7
6214	6	-5	52.46	55.77	2	6	2	6	3.1	5.2	6
6214	7	-6	52.46	55.77	3	7.2	3	7.2	3.1	6	7
6215	-3	2	35.61	49.6	-999	-999	-999	-999	-999	-999	-999
6215	-2	4	35.85	49.43	-999	-999	-999	-999	-999	-999	-999
6215	-1	6	35.74	37.2	-999	-999	-999	-999	-999	-999	-999
6215	0	0	35.68	37.22	3	7.2	-999	-999	3.1	6	0
6215	1	-1	35.85	49.43	1.1	1	-999	-999	2	1.1	1
6215	2	-2	35.85	49.43	4	8.1	4	8.1	2	2.1	2
6215	3	3	35.23	49.88	4	9.1	4	9.1	3.2	12	3
6215	4	-3	35.85	49.43	3	7.2	3	7.2	3.1	6	7
6215	5	-4	35.85	49.43	3	7.2	-999	-999	3.1	6	7
6215	6	-5	36.44	38.98	2	6	2	6	3.1	5.2	6
6215	7	-6	35	33.65	3	7.2	3	7.2	3.1	6	7
6219	-3	2	47.96	53.45	-999	-999	-999	-999	-999	-999	-999
6219	-2	4	48.19	53.81	-999	-999	-999	-999	-999	-999	-999
6219	-1	6	46.74	47.72	-999	-999	-999	-999	-999	-999	-999
6219	0	0	46.85	47.93	7	13.3	-999	-999	3.2	9	0
6219	1	-1	47.85	52.15	1.1	1	-999	-999	2	1.1	1
6219	2	-2	48.53	53.81	4	8.1	4	8.1	2	2.1	2
6219	3	3	47.35	53.22	4	9.1	4	9.1	3.2	12	3
6219	4	-3	47.38	52.15	7	13.3	7	13.3	3.2	9	7
6219	5	-4	47.38	52.15	7	13.3	-999	-999	3.2	9	7
6219	6	-5	47.38	51.96	5	10	5	10	3.2	8	6
6219	7	-6	46.63	47.72	7	13.3	7	13.3	3.2	9	7
6221	-3	2	52.6	47.2	-999	-999	-999	-999	-999	-999	-999
6221	-2	4	52.6	47.2	-999	-999	-999	-999	-999	-999	-999
6221	-1	6	52.6	45.96	-999	-999	-999	-999	-999	-999	-999
6221	0	0	52.6	46.45	7	13.1	-999	-999	4	7	0
6221	1	-1	52.6	46.36	1.1	1	-999	-999	2	1.1	1
6221	2	-2	52.6	47.2	4	8.1	4	8.1	2	2.1	2
6221	3	3	52.6	47.2	4	9.1	4	9.1	3.2	12	3
6221	4	-3	52.6	47.2	7	13.1	7	13.1	4	7	7
6221	5	-4	52.6	47.2	7	13.1	-999	-999	4	7	7
6221	6	-5	52.6	46.36	5	10	5	10	3.2	8	6
6221	7	-6	52.6	45.95	7	13.1	7	13.1	4	7	7
6222	-3	2	56.92	66.57	-999	-999	-999	-999	-999	-999	-999
6222	-2	4	56.72	65.57	-999	-999	-999	-999	-999	-999	-999
6222	-1	6	51.37	55.41	-999	-999	-999	-999	-999	-999	-999
6222	0	0	51.7	57.91	4	9.1	-999	-999	3.2	12	0
6222	1	-1	56.82	56.86	1.1	1	-999	-999	2	1.1	1
6222	2	-2	56.61	65.57	4	8.1	4	8.1	2	2.1	2
6222	3	3	56.99	66.58	4	9.1	4	9.1	3.2	12	3
6222	4	-3	54.74	60.33	6	12.2	6	12.2	4	10	7
6222	5	-4	54.74	60.33	6	12.2	-999	-999	4	10	7
6222	6	-5	54.48	56.01	5	10	5	10	3.2	8	6
6222	7	-6	50.8	55.35	6	12.2	6	12.2	4	10	7
6231	-3	2	49.38	39.16	-999	-999	-999	-999	-999	-999	-999
6231	-2	4	43.6	39.56	-999	-999	-999	-999	-999	-999	-999
6231	-1	6	35.78	40.49	-999	-999	-999	-999	-999	-999	-999
6231	0	0	35.9	40.7	6	12.2	-999	-999	4	10	0
6231	1	-1	43.22	38.08	1.1	1	-999	-999	2	1.1	1
6231	2	-2	43.99	39.56	4	8.1	4	8.1	2	2.1	2
6231	3	3	60.92	38.89	4	9.1	4	9.1	3.2	12	3
6231	4	-3	42.15	38.08	6	12.2	6	12.2	4	10	7
6231	5	-4	42.15	38.08	6	12.2	-999	-999	4	10	7
6231	6	-5	36.86	41.26	5	10	5	10	3.2	8	6
6231	7	-6	37.05	38	6	12.2	6	12.2	4	10	7
6232	-3	2	39.61	27.54	-999	-999	-999	-999	-999	-999	-999
6232	-2	4	39.69	27.52	-999	-999	-999	-999	-999	-999	-999
6232	-1	6	40.12	27.52	-999	-999	-999	-999	-999	-999	-999
6232	0	0	40.11	27.52	6	12.2	-999	-999	4	10	0
6232	1	-1	39.75	27.38	1.1	1	-999	-999	2	1.1	1
6232	2	-2	39.62	27.52	4	8.1	4	8.1	2	2.1	2
6232	3	3	39.6	27.56	4	9.1	4	9.1	3.2	12	3
6232	4	-3	39.63	27.52	6	12.2	6	12.2	4	10	7
6232	5	-4	39.63	27.52	6	12.2	-999	-999	4	10	7
6232	6	-5	33.56	27.52	5	10	5	10	3.2	8	6
6232	7	-6	40.31	27.52	6	12.2	6	12.2	4	10	7
6291	-3	2	58.11	57.41	-999	-999	-999	-999	-999	-999	-999
6291	-2	4	58.45	55.23	-999	-999	-999	-999	-999	-999	-999
6291	-1	6	44.62	41.94	-999	-999	-999	-999	-999	-999	-999
6291	0	0	45.24	43.3	6	12.2	-999	-999	4	10	0
6291	1	-1	59.47	44.98	1.1	1	-999	-999	2	1.1	1
6291	2	-2	57.41	55.03	4	8.1	4	8.1	2	2.1	2
6291	3	3	58.12	59.23	4	9.1	4	9.1	3.2	12	3
6291	4	-3	53.7	43.03	6	12.2	6	12.2	4	10	7
6291	5	-4	53.7	43.03	6	12.2	-999	-999	4	10	7
6291	6	-5	53.25	43.37	5	10	5	10	3.2	8	6
6291	7	-6	43.05	42.14	6	12.2	6	12.2	4	10	7
6292	-3	2	63.1	62.6	-999	-999	-999	-999	-999	-999	-999
6292	-2	4	63.1	62.6	-999	-999	-999	-999	-999	-999	-999
6292	-1	6	42	40.1	-999	-999	-999	-999	-999	-999	-999
6292	0	0	43	41.6	6	12.2	-999	-999	4	10	0
6292	1	-1	63.1	42.3	1.1	1	-999	-999	2	1.1	1
6292	2	-2	63.1	62.6	4	8.1	4	8.1	2	2.1	2
6292	3	3	63.1	62.6	4	9.1	4	9.1	3.2	12	3
6292	4	-3	54.2	42.3	6	12.2	6	12.2	4	10	7
6292	5	-4	54.2	42.3	6	12.2	-999	-999	4	10	7
6292	6	-5	54.2	38.7	5	10	5	10	3.2	8	6
6292	7	-6	39.9	40.2	6	12.2	6	12.2	4	10	7
7111	-3	2	51.55	42.86	-999	-999	-999	-999	-999	-999	-999
7111	-2	4	51.54	42.89	-999	-999	-999	-999	-999	-999	-999
7111	-1	6	51.47	42.8	-999	-999	-999	-999	-999	-999	-999
7111	0	0	51.51	42.82	6	12.1	-999	-999	3.1	6	0
7111	1	-1	51.5	42.82	1.1	1	-999	-999	2	1.1	1
7111	2	-2	51.57	42.89	4	8.1	4	8.1	2	2.1	2
7111	3	3	51.49	42.83	4	9.1	4	9.1	3.2	12	3
7111	4	-3	51.47	42.8	6	12.1	6	12.1	3.1	6	7
7111	5	-4	51.47	42.8	6	12.1	-999	-999	3.1	6	7
7111	6	-5	52.39	42.62	5	10	5	10	3.2	8	6
7111	7	-6	51.4	42.82	6	12.1	6	12.1	3.1	6	7
7112	-3	2	35.92	40.17	-999	-999	-999	-999	-999	-999	-999
7112	-2	4	36.34	39.99	-999	-999	-999	-999	-999	-999	-999
7112	-1	6	35.7	39.99	-999	-999	-999	-999	-999	-999	-999
7112	0	0	35.7	39.99	6	12.1	-999	-999	3.1	6	0
7112	1	-1	36.34	39.99	1.1	1	-999	-999	2	1.1	1
7112	2	-2	36.34	39.99	4	8.1	4	8.1	2	2.1	2
7112	3	3	35.8	40.23	4	9.1	4	9.1	3.2	12	3
7112	4	-3	35.8	39.99	6	12.1	6	12.1	3.1	6	7
7112	5	-4	35.8	39.99	6	12.1	-999	-999	3.1	6	7
7112	6	-5	33.9	40.9	5	10	5	10	3.2	8	6
7112	7	-6	35.79	39.93	6	12.1	6	12.1	3.1	6	7
7113	-3	2	53.36	55.07	-999	-999	-999	-999	-999	-999	-999
7113	-2	4	54.19	48.84	-999	-999	-999	-999	-999	-999	-999
7113	-1	6	53.2	48.84	-999	-999	-999	-999	-999	-999	-999
7113	0	0	53.2	48.94	6	12.1	-999	-999	3.1	6	0
7113	1	-1	54.19	49.63	1.1	1	-999	-999	2	1.1	1
7113	2	-2	54.19	48.84	4	8.1	4	8.1	2	2.1	2
7113	3	3	53.23	55.09	4	9.1	4	9.1	3.2	12	3
7113	4	-3	53.2	48.84	6	12.1	6	12.1	3.1	6	7
7113	5	-4	53.2	48.84	6	12.1	-999	-999	3.1	6	7
7113	6	-5	53.35	48.65	5	10	5	10	3.2	8	6
7113	7	-6	53.19	48.85	6	12.1	6	12.1	3.1	6	7
7121	-3	2	43.96	55.18	-999	-999	-999	-999	-999	-999	-999
7121	-2	4	54.13	54.8	-999	-999	-999	-999	-999	-999	-999
7121	-1	6	42.28	52.2	-999	-999	-999	-999	-999	-999	-999
7121	0	0	42.85	53.33	6	12.1	-999	-999	3.1	6	0
7121	1	-1	54.13	52.2	1.1	1	-999	-999	2	1.1	1
7121	2	-2	54.13	54.8	4	8.1	4	8.1	2	2.1	2
7121	3	3	42.43	54.8	4	9.1	4	9.1	3.2	12	3
7121	4	-3	44.18	54.62	6	12.1	6	12.1	3.1	6	7
7121	5	-4	44.18	54.62	6	12.1	-999	-999	3.1	6	7
7121	6	-5	38.02	52.2	5	10	5	10	3.2	8	6
7121	7	-6	42.3	52.12	6	12.1	6	12.1	3.1	6	7
7122	-3	2	42.85	41.42	-999	-999	-999	-999	-999	-999	-999
7122	-2	4	43.19	41.4	-999	-999	-999	-999	-999	-999	-999
7122	-1	6	42.74	41.26	-999	-999	-999	-999	-999	-999	-999
7122	0	0	42.74	41.27	3	7.2	-999	-999	3.1	6	0
7122	1	-1	43.19	41.27	1.1	1	-999	-999	2	1.1	1
7122	2	-2	43.19	41.4	4	8.1	4	8.1	2	2.1	2
7122	3	3	42.72	41.43	4	9.1	4	9.1	3.2	12	3
7122	4	-3	42.75	41.27	3	7.2	3	7.2	3.1	6	7
7122	5	-4	42.75	41.27	3	7.2	-999	-999	3.1	6	7
7122	6	-5	42.94	41.3	2	6	2	6	3.1	5.2	6
7122	7	-6	42.73	41.26	3	7.2	3	7.2	3.1	6	7
7123	-3	2	39.2	47.2	-999	-999	-999	-999	-999	-999	-999
7123	-2	4	51	69	-999	-999	-999	-999	-999	-999	-999
7123	-1	6	39.9	38.5	-999	-999	-999	-999	-999	-999	-999
7123	0	0	39.7	42.9	7	13.3	-999	-999	3.2	9	0
7123	1	-1	51	44.6	1.1	1	-999	-999	2	1.1	1
7123	2	-2	51	69	4	8.1	4	8.1	2	2.1	2
7123	3	3	36.5	41.1	4	9.1	4	9.1	3.2	12	3
7123	4	-3	41.6	44.6	7	13.3	7	13.3	3.2	9	7
7123	5	-4	41.6	44.6	7	13.3	-999	-999	3.2	9	7
7123	6	-5	31.5	38	5	10	5	10	3.2	8	6
7123	7	-6	40.4	38	7	13.3	7	13.3	3.2	9	7
7124	-3	2	46.66	42.53	-999	-999	-999	-999	-999	-999	-999
7124	-2	4	50.73	55.2	-999	-999	-999	-999	-999	-999	-999
7124	-1	6	45.33	40.45	-999	-999	-999	-999	-999	-999	-999
7124	0	0	46.1	41.97	4	9.1	-999	-999	3.2	12	0
7124	1	-1	50.73	40.44	1.1	1	-999	-999	2	1.1	1
7124	2	-2	50.73	55.2	4	8.1	4	8.1	2	2.1	2
7124	3	3	45.7	40.44	4	9.1	4	9.1	3.2	12	3
7124	4	-3	46.97	40.44	7	13.1	7	13.1	4	7	7
7124	5	-4	46.97	40.44	7	13.1	-999	-999	4	7	7
7124	6	-5	47.34	41.05	5	10	5	10	3.2	8	6
7124	7	-6	45.31	40.44	7	13.1	7	13.1	4	7	7
7125	-3	2	60.21	61.86	-999	-999	-999	-999	-999	-999	-999
7125	-2	4	55.71	56.64	-999	-999	-999	-999	-999	-999	-999
7125	-1	6	43.24	52.71	-999	-999	-999	-999	-999	-999	-999
7125	0	0	49.34	55.38	3	7.2	-999	-999	3.1	6	0
7125	1	-1	55.95	55.38	1.1	1	-999	-999	2	1.1	1
7125	2	-2	55.47	56.64	4	8.1	4	8.1	2	2.1	2
7125	3	3	58.15	65.71	4	9.1	4	9.1	3.2	12	3
7125	4	-3	43.65	53.11	3	7.2	3	7.2	3.1	6	7
7125	5	-4	43.65	53.11	3	7.2	-999	-999	3.1	6	7
7125	6	-5	45.31	55.52	2	6	2	6	3.1	5.2	6
7125	7	-6	43.19	52.67	3	7.2	3	7.2	3.1	6	7
7129	-3	2	56.96	57.25	-999	-999	-999	-999	-999	-999	-999
7129	-2	4	62.18	67.36	-999	-999	-999	-999	-999	-999	-999
7129	-1	6	54.82	58.08	-999	-999	-999	-999	-999	-999	-999
7129	0	0	55.32	58.08	3	7.2	-999	-999	3.1	6	0
7129	1	-1	62.23	58.41	1.1	1	-999	-999	2	1.1	1
7129	2	-2	62.14	67.36	4	8.1	4	8.1	2	2.1	2
7129	3	3	55.31	54.92	4	9.1	4	9.1	3.2	12	3
7129	4	-3	53.8	66.25	3	7.2	3	7.2	3.1	6	7
7129	5	-4	53.8	66.25	3	7.2	-999	-999	3.1	6	7
7129	6	-5	54.39	58.12	2	6	2	6	3.1	5.2	6
7129	7	-6	54.9	57.85	3	7.2	3	7.2	3.1	6	7
7211	-3	2	56.69	60.65	-999	-999	-999	-999	-999	-999	-999
7211	-2	4	72.84	59.22	-999	-999	-999	-999	-999	-999	-999
7211	-1	6	50.4	52.42	-999	-999	-999	-999	-999	-999	-999
7211	0	0	50.48	52.58	3	7.2	-999	-999	3.1	6	0
7211	1	-1	72.84	52.58	1.1	1	-999	-999	2	1.1	1
7211	2	-2	72.84	59.22	4	8.1	4	8.1	2	2.1	2
7211	3	3	50.1	61.18	4	9.1	4	9.1	3.2	12	3
7211	4	-3	50.5	52.58	3	7.2	3	7.2	3.1	6	7
7211	5	-4	50.5	52.58	3	7.2	-999	-999	3.1	6	7
7211	6	-5	53.46	51.31	2	6	2	6	3.1	5.2	6
7211	7	-6	50.09	52.5	3	7.2	3	7.2	3.1	6	7
7212	-3	2	58.23	61.42	-999	-999	-999	-999	-999	-999	-999
7212	-2	4	74.11	61.5	-999	-999	-999	-999	-999	-999	-999
7212	-1	6	52.08	53.78	-999	-999	-999	-999	-999	-999	-999
7212	0	0	52.21	54.1	3	7.2	-999	-999	3.1	6	0
7212	1	-1	74.31	55.61	1.1	1	-999	-999	2	1.1	1
7212	2	-2	73.91	61.5	4	8.1	4	8.1	2	2.1	2
7212	3	3	52.06	61.5	4	9.1	4	9.1	3.2	12	3
7212	4	-3	52.48	54.54	3	7.2	3	7.2	3.1	6	7
7212	5	-4	52.48	54.54	3	7.2	-999	-999	3.1	6	7
7212	6	-5	54.65	52.52	2	6	2	6	3.1	5.2	6
7212	7	-6	51.77	53.95	3	7.2	3	7.2	3.1	6	7
8111	-3	2	47.03	40.15	-999	-999	-999	-999	-999	-999	-999
8111	-2	4	51.87	40.15	-999	-999	-999	-999	-999	-999	-999
8111	-1	6	30.66	28.47	-999	-999	-999	-999	-999	-999	-999
8111	0	0	31.02	28.66	6	12.4	-999	-999	4	10	0
8111	1	-1	51.87	27.58	1.1	1	-999	-999	2	1.1	1
8111	2	-2	51.87	40.15	4	8.1	4	8.1	2	2.1	2
8111	3	3	37.67	40.15	4	9.1	4	9.1	3.2	12	3
8111	4	-3	31.02	27.58	6	12.4	6	12.4	4	10	7
8111	5	-4	31.02	27.58	6	12.4	-999	-999	4	10	7
8111	6	-5	41.8	33.53	5	10	5	10	3.2	8	6
8111	7	-6	28.67	27.99	6	12.4	6	12.4	4	10	7
8112	-3	2	24.42	36.25	-999	-999	-999	-999	-999	-999	-999
8112	-2	4	23.01	36.68	-999	-999	-999	-999	-999	-999	-999
8112	-1	6	22.42	25.84	-999	-999	-999	-999	-999	-999	-999
8112	0	0	22.45	26.88	6	12.3	-999	-999	3.2	9	0
8112	1	-1	23.18	27.05	1.1	1	-999	-999	2	1.1	1
8112	2	-2	22.82	36.68	4	8.1	4	8.1	2	2.1	2
8112	3	3	24.84	36.18	4	9.1	4	9.1	3.2	12	3
8112	4	-3	22.91	27.05	6	12.3	6	12.3	3.2	9	7
8112	5	-4	22.91	27.05	6	12.3	-999	-999	3.2	9	7
8112	6	-5	38.96	32.39	5	10	5	10	3.2	8	6
8112	7	-6	21.39	25.28	6	12.3	6	12.3	3.2	9	7
8113	-3	2	34.71	32.99	-999	-999	-999	-999	-999	-999	-999
8113	-2	4	36.38	24.32	-999	-999	-999	-999	-999	-999	-999
8113	-1	6	23.93	22.92	-999	-999	-999	-999	-999	-999	-999
8113	0	0	24.28	23.11	7	13.2	-999	-999	4	10	0
8113	1	-1	36.38	24.07	1.1	1	-999	-999	2	1.1	1
8113	2	-2	36.38	24.32	4	8.1	4	8.1	2	2.1	2
8113	3	3	31.7	36.95	4	9.1	4	9.1	3.2	12	3
8113	4	-3	23.74	24.07	7	13.2	7	13.2	4	10	7
8113	5	-4	23.74	24.07	7	13.2	-999	-999	4	10	7
8113	6	-5	23.47	24.86	5	10	5	10	3.2	8	6
8113	7	-6	23.72	22.68	7	13.2	7	13.2	4	10	7
8114	-3	2	37.31	32.4	-999	-999	-999	-999	-999	-999	-999
8114	-2	4	33.87	30.7	-999	-999	-999	-999	-999	-999	-999
8114	-1	6	33.42	30.22	-999	-999	-999	-999	-999	-999	-999
8114	0	0	33.45	30.24	5	11.2	-999	-999	4	10	0
8114	1	-1	33.87	30.7	1.1	1	-999	-999	2	1.1	1
8114	2	-2	33.87	30.7	4	8.1	4	8.1	2	2.1	2
8114	3	3	39.54	32.79	4	9.1	4	9.1	3.2	12	3
8114	4	-3	33.63	30.68	5	11.2	5	11.2	4	10	7
8114	5	-4	33.63	30.68	5	11.2	-999	-999	4	10	7
8114	6	-5	38.99	32.99	5	10	5	10	3.2	8	6
8114	7	-6	32.38	29.62	5	11.2	5	11.2	4	10	7
8115	-3	2	26.31	43.83	-999	-999	-999	-999	-999	-999	-999
8115	-2	4	26.03	29.82	-999	-999	-999	-999	-999	-999	-999
8115	-1	6	27.41	27.56	-999	-999	-999	-999	-999	-999	-999
8115	0	0	27.43	27.83	6	12.3	-999	-999	3.2	9	0
8115	1	-1	26.03	29.82	1.1	1	-999	-999	2	1.1	1
8115	2	-2	26.03	29.82	4	8.1	4	8.1	2	2.1	2
8115	3	3	26.35	43.83	4	9.1	4	9.1	3.2	12	3
8115	4	-3	25.77	29.82	6	12.3	6	12.3	3.2	9	7
8115	5	-4	25.77	29.82	6	12.3	-999	-999	3.2	9	7
8115	6	-5	39.26	35.6	5	10	5	10	3.2	8	6
8115	7	-6	25.49	26.31	6	12.3	6	12.3	3.2	9	7
8116	-3	2	46.95	28.53	-999	-999	-999	-999	-999	-999	-999
