ISCO88	STDEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
920	0	37.06	30.56	-999	-999
920	1	37.06	30.56	-999	-999
920	6	37.06	30.56	-999	-999
921	0	37.77	30.99	-999	-999
921	1	62.18	55.29	-999	-999
921	6	37.06	30.56	-999	-999
930	0	34.58	33.26	-999	-999
930	1	39.47	33.26	-999	-999
930	6	34.35	33.26	-999	-999
931	0	32.5	27.5	-999	-999
931	1	39.47	27.5	-999	-999
931	6	31.8	27.5	-999	-999
932	0	34.39	33.42	-999	-999
932	1	39.47	55.29	-999	-999
932	6	34.37	33.26	-999	-999
933	0	36.95	37.83	-999	-999
933	1	39.47	37.83	-999	-999
933	6	36.86	37.83	-999	-999
1000	0	83.2	57.73	55	51
1000	1	83.2	57.73	55	51
1000	6	83.2	57.73	55	51
1100	0	83.2	57.73	70	67
1100	1	83.2	58.5	70	67
1100	6	83.2	57.73	70	67
1110	0	83.2	57.73	77	64
1110	1	83.2	57.73	77	64
1110	6	83.2	57.73	77	64
1120	0	83.2	57.73	77	71
1120	1	83.2	58.5	77	71
1120	6	83.2	57.73	77	71
1130	0	62.37	57.73	66	63
1130	1	69.5	58.5	66	63
1130	6	62.37	57.73	66	63
1140	0	83.2	57.73	58	63
1140	1	83.2	57.73	58	63
1140	6	83.2	57.73	58	63
1141	0	83.2	57.73	58	63
1141	1	83.2	57.73	58	63
1141	6	83.2	57.73	58	63
1142	0	83.2	57.73	58	63
1142	1	83.2	57.73	58	63
1142	6	83.2	57.73	58	63
1143	0	83.2	57.73	58	63
1143	1	83.2	57.73	58	63
1143	6	83.2	57.73	58	63
1150	0	51.72	57.73	-999	-999
1150	1	51.72	57.73	-999	-999
1150	6	51.72	57.73	-999	-999
1160	0	57.82	57.73	-999	-999
1160	1	57.82	57.73	-999	-999
1160	6	57.82	57.73	-999	-999
1200	0	75.96	61.98	68	60
1200	1	75.96	58.5	68	60
1200	6	75.96	62.4	68	60
1210	0	86.14	63.09	70	70
1210	1	69.17	63.09	70	70
1210	6	86.99	63.09	70	70
1220	0	73.49	62.32	67	63
1220	1	69.17	58.5	67	63
1220	6	74.89	63.09	67	63
1221	0	73.49	62.32	67	60
1221	1	69.17	58.5	67	60
1221	6	74.89	63.09	67	60
1222	0	73.49	62.32	67	60
1222	1	69.17	58.5	67	60
1222	6	74.89	63.09	67	60
1223	0	73.49	62.32	67	60
1223	1	69.17	58.5	67	60
1223	6	74.89	63.09	67	60
1224	0	73.49	62.32	59	60
1224	1	69.17	58.5	59	60
1224	6	74.89	63.09	59	60
1225	0	73.49	62.32	59	60
1225	1	69.17	58.5	59	60
1225	6	74.89	63.09	59	60
1226	0	73.49	62.32	59	60
1226	1	69.17	58.5	59	60
1226	6	74.89	63.09	59	60
1227	0	73.49	62.32	87	60
1227	1	69.17	58.5	87	60
1227	6	74.89	63.09	87	60
1228	0	73.49	62.32	59	60
1228	1	69.17	58.5	59	60
1228	6	74.89	63.09	59	60
1229	0	73.49	62.32	67	60
1229	1	69.17	58.5	67	60
1229	6	74.89	63.09	67	60
1230	0	75.42	61.31	61	60
1230	1	69.17	61.31	61	60
1230	6	75.96	61.31	61	60
1231	0	75.42	61.31	69	60
1231	1	69.17	58.5	69	60
1231	6	75.96	61.31	69	60
1232	0	75.42	61.31	69	60
1232	1	69.17	58.5	69	60
1232	6	75.96	61.31	69	60
1233	0	75.42	61.31	56	60
1233	1	69.17	58.5	56	60
1233	6	75.96	61.31	56	60
1234	0	75.42	61.31	69	60
1234	1	69.17	58.5	69	60
1234	6	75.96	61.31	69	60
1235	0	75.42	61.31	69	60
1235	1	69.17	58.5	69	60
1235	6	75.96	61.31	69	60
1236	0	75.42	61.31	69	60
1236	1	69.17	58.5	69	60
1236	6	75.96	61.31	69	60
1237	0	75.42	61.31	69	60
1237	1	69.17	58.5	69	60
1237	6	75.96	61.31	69	60
1239	0	75.42	61.31	69	60
1239	1	69.17	58.5	69	60
1239	6	75.96	61.31	69	60
1240	0	74.91	61.98	58	55
1240	1	69.17	58.5	58	55
1240	6	76.09	62.4	58	55
1250	0	74.91	61.98	64	65
1250	1	69.17	58.5	64	65
1250	6	76.09	62.4	64	65
1251	0	74.91	61.98	70	73
1251	1	69.17	58.5	70	73
1251	6	76.09	62.4	70	73
1252	0	74.91	61.98	60	63
1252	1	69.17	58.5	60	63
1252	6	76.09	62.4	60	63
1300	0	70.26	59.39	51	50
1300	1	69.56	58.5	51	50
1300	6	71.34	60.43	51	50
1310	0	70.26	59.39	51	50
1310	1	69.56	58.5	51	50
1310	6	71.34	60.43	51	50
1311	0	70.26	59.39	43	47
1311	1	69.56	58.5	43	47
1311	6	71.34	60.43	43	47
1312	0	70.26	59.39	56	52
1312	1	69.56	58.5	56	52
1312	6	71.34	60.43	56	52
1313	0	70.26	59.39	51	52
1313	1	69.56	58.5	51	52
1313	6	71.34	60.43	51	52
1314	0	70.26	59.39	49	46
1314	1	69.56	58.5	49	46
1314	6	71.34	60.43	49	46
1315	0	70.26	59.39	44	38
1315	1	69.56	58.5	44	38
1315	6	71.34	60.43	44	38
1316	0	70.26	59.39	51	52
1316	1	69.56	58.5	51	52
1316	6	71.34	60.43	51	52
1317	0	70.26	59.39	51	52
1317	1	69.56	58.5	51	52
1317	6	71.34	60.43	51	52
1318	0	70.26	59.39	51	52
1318	1	69.56	58.5	51	52
1318	6	71.34	60.43	51	52
