 4600   61 39.7 20.0 28.5 29.5 14.6
 4610   61 37.8 20.0 28.5 29.5 14.6
 4611   60 37.8 20.0 28.5 19.6 14.6
 4612   60 37.8 20.0 28.5 25.5 14.6
 4613   60 37.8 20.0 28.5 36.3 14.6
 4614   60 37.8 20.0 28.5 38.7 14.6
 4620   61 42.2 28.9 28.3 11.4 14.6
 4621   60 37.8 20.0 28.5 28.0 14.6
 4622   61 44.4 28.9 28.3 10.0 14.6
 4623   61 44.4 28.9 28.3  8.9 14.6
 4900   66 43.4 34.3 41.2 24.4 24.4
 4910   62 41.2 24.5 35.0 26.3 24.4
 4911   62 41.2 24.5 35.0 30.1 24.4
 4912   62 41.2 24.5 35.0 26.2 24.4
 4913   62 41.2 24.5 35.0 15.5 24.4
 4914   62 41.2 24.5 35.0 29.0 24.4
 4920   63 42.2 25.9 31.5 17.4 24.4
 4921   63 42.2 25.9 31.5  7.9 24.4
 4922   63 42.2 25.9 31.5 19.3 24.4
 4929   63 42.2 25.9 31.5 18.1 24.4
 4930   64 42.0 25.6 32.8 31.0 24.4
 4931   64 42.0 25.6 32.8 31.0 24.4
 4940   66 41.0 34.3 41.2 15.3 24.4
 4941   67 41.0 24.3 30.0 17.1 24.4
 4942   67 41.0 24.3 30.0 16.8 24.4
 4943   66 41.0 24.3 30.0  6.5 24.4
 4944   66 41.0 24.3 30.0 12.6 24.4
 4980   66 45.6 34.3 41.2 25.7 24.4
 4981   66 48.4 34.3 41.2 27.6 24.4
 4982   66 41.0 24.3 30.0 21.2 24.4
 4983   66 41.0 24.3 30.0 14.9 24.4
 4984   65 48.4 34.3 41.2 29.8 24.4
 4985   65 48.4 34.3 41.2 29.2 24.4
 4986   66 41.0 24.3 30.0 21.5 24.4
 4987   65 48.4 34.3 41.2 26.0 24.4
 4988   65 48.4 34.3 41.2 30.7 24.4
 4991   66 41.0 24.3 30.0 11.2 24.4
 4992   65 48.4 34.3 41.2 34.0 24.4
 4999   65 48.4 34.3 41.2 29.2 24.4
 5000   70 56.1 44.1 47.8 32.1 32.1
 5100   67 57.5 46.6 34.9 31.9 31.9
 5110   67 57.5 46.6 34.9 31.9 31.9
 5111   67 57.5 46.6 34.9 31.9 31.9
 5900   70 51.5 44.1 47.8 32.5 32.5
 5910   68 48.8 33.9 39.5 29.0 32.5
 5911   68 48.1 33.9 39.5 29.0 32.5
 5912   70 55.6 44.1 47.8 36.3 32.5
 5990   70 55.6 44.1 47.8 36.5 32.5
 5991   70 55.6 44.1 47.8 26.6 32.5
 5992   69 55.6 44.1 47.8 32.6 32.5
 5993   69 55.6 44.1 47.8 48.6 32.5
 5994   69 55.6 44.1 47.8 33.8 32.5
 5995   69 55.6 44.1 47.8 30.7 32.5
 5996   69 55.6 44.1 47.8 39.8 32.5
 5999   69 55.6 44.1 47.8 32.6 32.5
 6000   90 50.3 33.2 31.9 27.1 27.1
 6100   79 51.0 42.2 46.7 26.9 26.9
 6110   70 49.2 35.4 36.1 27.2 26.9
 6111   70 49.2 35.4 36.1 27.2 26.9
 6120   71 49.6 35.9 32.2 31.0 26.9
 6121   71 49.6 35.9 32.2 31.0 26.9
 6130   72 55.2 43.5 30.1 26.2 26.9
 6131   72 55.2 43.5 30.1 26.2 26.9
 6140   75 49.7 36.2 39.1 27.6 26.9
 6141   73 50.7 37.4 41.5 29.0 26.9
 6142   75 49.8 36.2 39.1 29.0 26.9
 6143   74 48.5 34.5 35.5 26.8 26.9
 6144   75 49.8 36.2 39.1 24.3 26.9
 6145   75 49.8 36.2 39.1 29.2 26.9
 6150   77 43.9 28.1 35.5 23.6 26.9
 6151   77 43.8 28.1 35.5 24.8 26.9
 6152   77 43.8 28.1 35.5 25.5 26.9
 6153   76 44.0 28.4 31.8 22.9 26.9
 6190      53.6 42.2 46.7 19.6 26.9
 6191   78 51.1 38.0 41.1 26.3 26.9
 6192   79 54.2 42.2 46.7 19.6 26.9
 6193   79 54.2 42.2 46.7 28.2 26.9
 6194   79 54.2 42.2 46.7 29.8 26.9
 6199   79 54.2 42.2 46.7 23.6 26.9
 6200   81 49.3 25.0 24.9 35.4 35.4
 6210   81 49.3 25.0 24.9 35.4 35.4
 6211   80 52.7 40.1 41.2 39.3 35.4
 6212   81 41.5 25.0 24.9 25.5 35.4
 6213   81 41.5 25.0 24.9 24.4 35.4
 6300   90 47.9 33.2 31.9 24.3 24.3
 6310   82 46.4 44.2 31.6 28.1 24.3
 6311   82 55.7 44.2 31.6 39.1 24.3
 6312   83 46.2 31.4 35.4 29.9 24.3
 6313   84 44.8 29.5 35.5 26.4 24.3
 6314   85 39.0 21.6 25.9 18.2 24.3
 6320   89 41.8 33.2 31.9 14.4 24.3
 6321   89 47.6 33.2 31.9 15.2 24.3
 6322   86 32.6 12.9 26.7 21.0 24.3
 6323   87 39.5 22.3 36.4  9.5 24.3
 6324   89 47.6 33.2 31.9 20.3 24.3
 6390   88 51.6 42.0 44.1 30.1 24.3
 6391   89 47.6 33.2 31.9 20.8 24.3
 6392   89 47.6 33.2 31.9  9.8 24.3
 6393   88 54.1 42.0 44.1 51.3 24.3
 6394   88 54.1 42.0 44.1 32.4 24.3
 6395   88 54.1 42.0 44.1 33.5 24.3
 6396   88 54.1 42.0 44.1 36.2 24.3
 6397   88 54.1 42.0 44.1 31.1 24.3
 6399   89 47.6 33.2 31.9 21.0 24.3
 7000  103 33.0 15.4 27.3 10.7 10.7
 7100   93 28.7  7.0 14.7 10.7 10.7
 7110   93 27.8  7.0 14.7  9.8 10.7
 7111   90 32.4 12.6 16.3 17.1 10.7
 7112   91 23.1   .0  7.2  3.4 10.7
 7119   93 28.2  7.0 14.7  7.2 10.7
 7120   92 30.5 10.0 26.2 11.8 10.7
 7121   92 30.5 10.0 26.2  8.0 10.7
 7122   92 30.5 10.0 26.2  9.9 10.7
 7123   92 30.5 10.0 26.2 13.2 10.7
 7124   92 30.5 10.0 26.2 15.4 10.7
 7129   92 30.5 10.0 26.2 10.8 10.7
 7200   94 31.6  4.2 21.0  8.3  8.3
 7210   95 29.5  8.7  8.5  7.0  8.3
 7211   95 29.5  8.7  8.5  6.4  8.3
 7212   95 29.5  8.7  8.5  8.5  8.3
 7290   97 32.1 12.2 21.5  9.5  8.3
 7291   97 32.1 12.2 21.5 10.7  8.3
 7292   97 32.1 12.2 21.5  6.1  8.3
 7293   97 32.1 12.2 21.5 14.1  8.3
 7294   96 32.1 12.2 21.5  6.1  8.3
 7295   96 32.1 12.2 21.5 15.7  8.3
 7296   96 32.1 12.2 21.5 25.2  8.3
 7297   96 32.1 12.2 21.5 10.1  8.3
 7298   96 32.1 12.2 21.5  8.6  8.3
 7299   96 32.1 12.2 21.5  8.0  8.3
 7300  100 35.6 13.1 17.8 12.8 12.8
 7310  100 35.6 13.1 17.8 12.8 12.8
 7311   97 29.6  8.9 14.0 11.8 12.8
 7312   98 34.5 15.5 27.2 15.7 12.8
 7313   99 39.1 21.7 32.2 16.4 12.8
 7314   99 39.1 21.7 32.2 11.8 12.8
 7315   98 34.5 15.5 27.2 13.3 12.8
 7900  103 34.3 15.4 27.3 10.0 10.0
 7910  103 34.4 15.4 27.3 16.2 10.0
 7911  103 34.4 15.4 27.3 18.5 10.0
 7912  103 34.4 15.4 27.3 32.3 10.0
 7913  103 34.4 15.4 27.3 14.8 10.0
 7914  103 34.4 15.4 27.3 12.2 10.0
 7990  102 34.2 15.4 27.3  8.6 10.0
 7991  102 34.4 15.4 27.3 11.0 10.0
 7992  102 34.4 15.4 27.3 15.0 10.0
 7993  101 33.9 14.7 19.0  5.9 10.0
 7994  102 34.4 15.4 27.3 30.4 10.0
 7995  102 34.4 15.4 27.3 13.7 10.0
 7996  102 34.4 15.4 27.3  8.2 10.0
 8000  109 42.8 20.4 24.8 21.9 21.9
 8100  104 46.5 31.7 34.7 20.2 20.2
 8110  104 46.5 31.7 34.7 20.2 20.2
 8111  104 46.5 31.7 34.7 19.7 20.2
 8112  103 46.5 31.7 34.7 15.9 20.2
 8113  103 46.5 31.7 34.7 27.4 20.2
 8114  103 46.5 31.7 34.7 16.6 20.2
 8115  103 46.5 31.7 34.7 32.8 20.2
 8116  103 46.5 31.7 34.7 27.1 20.2
 8119  103 46.5 31.7 34.7 15.7 20.2
 8200  107 42.8 30.5 33.7 23.4 23.4
 8210  104 44.2 28.6 27.4 25.1 23.4
 8211  104 44.2 28.6 27.4 25.1 23.4
 8290  107 40.7 30.5 33.7 18.5 23.4
