BTAP	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS
44200	5	2	61.1	76.8
44200	6	3	90.9	82.9
44201	0	0	90.9	82.63
44201	1	-1	90.93	81.48
44201	2	1	91	81.6
44201	5	2	61.1	76.8
44201	6	3	90.9	82.9
44300	0	0	83.82	79.29
44300	1	-1	85.3	78.18
44300	2	1	85.3	78.2
44300	5	2	72.5	76.8
44300	6	3	83.7	79.4
44301	0	0	83.82	79.29
44301	1	-1	85.3	78.18
44301	2	1	85.3	78.2
44301	5	2	83.9	76.8
44301	6	3	83.7	79.4
44400	0	0	73.9	74.09
44400	1	-1	74.01	73.91
44400	2	1	74.4	72.5
44400	5	2	61.1	76.8
44400	6	3	73.9	74.1
44401	0	0	73.9	74.09
44401	1	-1	74.01	73.91
44401	2	1	74.4	72.5
44401	5	2	61.1	76.8
44401	6	3	73.9	74.1
44500	0	0	73.9	68.73
44500	1	-1	83.3	65.29
44500	2	1	72.2	64.6
44500	5	2	61.1	76.8
44500	6	3	73.9	68.9
44501	0	0	73.9	68.73
44501	1	-1	83.3	65.29
44501	2	1	83.3	64.6
44501	5	2	61.1	76.8
44501	6	3	73.9	68.9
44600	0	0	77.99	74.45
44600	1	-1	71.61	73.12
44600	2	1	71.81	74.77
44600	5	2	61.1	50.84
44600	6	3	79.39	74.61
44601	0	0	77.63	76.49
44601	1	-1	81.73	73.19
44601	2	1	82.1	73.1
44601	5	2	61.1	76.8
44601	6	3	76.9	76.8
44602	0	0	81.36	81.32
44602	1	-1	79.4	79.7
44602	2	1	79.4	79.8
44602	5	2	81.4	76.8
44602	6	3	81.5	81.5
44603	0	0	78.04	78.61
44603	1	-1	72.88	74.75
44603	2	1	73	76.4
44603	5	2	61.1	46.7
44603	6	3	79.4	79.4
44604	0	0	86.56	67.84
44604	1	-1	73	64.7
44604	2	1	73	74.4
44604	5	2	87.4	46.7
44604	6	3	87.4	67.9
44605	0	0	73.14	71.4
44605	1	-1	62.55	68.62
44605	2	1	62.6	70
44605	5	2	61.1	49.7
44605	6	3	77.6	72.4
44700	0	0	71.49	74.61
44700	1	-1	77.85	74.09
44700	2	1	77.95	74.81
44700	5	2	61.1	61.44
44700	6	3	69.45	74.69
44701	0	0	77.36	80.44
44701	1	-1	79.2	79.82
44701	2	1	79.2	80.6
44701	5	2	77.3	69.6
44701	6	3	75.4	80.8
44702	0	0	78.64	75.14
44702	1	-1	81.38	74.01
44702	2	1	81.5	74.2
44702	5	2	61.1	69.6
44702	6	3	77.7	75.3
44703	0	0	59.67	70.19
44703	1	-1	70.12	69.6
44703	2	1	70.2	72.3
44703	5	2	61.1	49.7
44703	6	3	57.1	70.3
44704	0	0	92.06	82.11
44704	1	-1	86.4	83.2
44704	2	1	86.4	83.2
44704	5	2	92.1	59.2
44704	6	3	95.5	81.5
45000	0	0	82.54	82.49
45000	1	-1	84.31	85.98
45000	2	1	84.39	85.23
45000	5	2	64.24	94.7
45000	6	3	81.54	81.25
45100	0	0	83.47	84.69
45100	1	-1	84.24	86.53
45100	2	1	84.44	85.82
45100	5	2	61.1	94.7
45100	6	3	82.74	83.61
45101	0	0	76.91	78.1
45101	1	-1	79.93	82.46
45101	2	1	80.2	78.8
45101	5	2	61.1	94.7
45101	6	3	73.1	76.4
45102	0	0	99	77.65
45102	1	-1	99	80.56
45102	2	1	99	78.8
45102	5	2	82.8	94.7
45102	6	3	99	76.4
45103	0	0	90.04	85.87
45103	1	-1	90.4	87.1
45103	2	1	90.4	86.6
45103	5	2	90.1	94.7
45103	6	3	89.8	85.1
45200	0	0	83.39	84.32
45200	1	-1	89.94	85.56
45200	2	1	89.94	84.8
45200	5	2	89.12	94.7
45200	6	3	80.23	83.7
45201	0	0	99	83.97
45201	1	-1	99	84.8
45201	2	1	99	84.8
45201	5	2	87.9	94.7
45201	6	3	99	83.7
45202	0	0	81.55	84.36
45202	1	-1	88.8	85.62
45202	2	1	88.8	84.8
45202	5	2	81.7	94.7
45202	6	3	78.1	83.7
45203	0	0	99	84.25
45203	1	-1	99	84.8
45203	2	1	99	84.8
45203	5	2	99	84
45203	6	3	99	83.7
45300	0	0	82.07	79.53
45300	1	-1	83.98	84.13
45300	2	1	83.98	83.2
45300	5	2	83.1	94.7
45300	6	3	81.23	78.9
45301	0	0	88.01	83.07
45301	1	-1	87.6	83.61
45301	2	1	87.6	83.2
45301	5	2	88	94.7
45301	6	3	88.2	83
45302	0	0	79.94	77.55
45302	1	-1	78.5	83.2
45302	2	1	78.5	83.2
45302	5	2	79.9	76.2
45302	6	3	80.8	76.2
45303	0	0	79.26	73.94
45303	1	-1	83.1	85.32
45303	2	1	83.1	83.2
45303	5	2	83.1	94.7
45303	6	3	77.5	72.5
45304	0	0	82.1	73.14
45304	1	-1	85.3	83.2
45304	2	1	85.3	83.2
45304	5	2	82.1	71.8
45304	6	3	80.6	71.8
45305	0	0	84.94	83.02
45305	1	-1	85.4	85.75
45305	2	1	85.4	83.2
45305	5	2	84.9	94.7
45305	6	3	84.7	82.3
45306	0	0	80.84	84.25
45306	1	-1	88.4	84.35
45306	2	1	88.4	83.2
45306	5	2	80.8	94.7
45306	6	3	76.3	84.2
45307	0	0	84.61	84.14
45307	1	-1	82.7	83.2
45307	2	1	82.7	83.2
45307	5	2	84.6	83.9
45307	6	3	84.9	84.2
46000	0	0	37.96	37.78
46000	1	-1	66.05	61.66
46000	2	1	67.02	66.91
46000	5	2	50.49	43.55
46000	6	3	35.95	36.7
46100	0	0	37.96	37.78
46100	1	-1	66.05	61.66
46100	2	1	67.02	66.91
46100	5	2	50.49	43.55
46100	6	3	35.95	36.7
46101	0	0	41.19	34.82
46101	1	-1	60.2	38.9
46101	2	1	60.2	67
46101	5	2	60.2	38.9
46101	6	3	41.1	34.8
46102	0	0	22.35	25.64
46102	1	-1	55.4	44.16
46102	2	1	55.4	63.9
46102	5	2	55.4	38.9
46102	6	3	22	25.5
46103	0	0	32.48	36.86
46103	1	-1	43.38	45.15
46103	2	1	48.1	63.9
46103	5	2	37.5	38.9
46103	6	3	32.4	36.8
46104	0	0	58.68	61.68
46104	1	-1	65.2	62.1
46104	2	1	65.2	62.1
46104	5	2	65.2	62.1
46104	6	3	57	61.5
46105	0	0	35.49	39.85
46105	1	-1	55.4	59.32
46105	2	1	55.4	63.9
46105	5	2	55.4	38.9
46105	6	3	32.1	36.6
46106	0	0	57.13	61.47
46106	1	-1	70.9	65.98
46106	2	1	70.9	68.2
46106	5	2	70.9	50
46106	6	3	51.7	60.5
46107	0	0	40.38	61.04
46107	1	-1	60.2	63.65
46107	2	1	60.2	68.2
46107	5	2	37.5	50
46107	6	3	38	60.5
46108	0	0	46.83	48.93
46108	1	-1	67	67
46108	2	1	52.25	55.05
46108	5	2	37.5	43.1
46108	6	3	36	36.7
47000	0	0	56.7	53.43
47000	1	-1	66.1	61.6
47000	2	1	59.95	54.1
47000	5	2	53.8	46.6
47000	6	3	50.2	52.1
47100	0	0	56.7	53.43
47100	1	-1	66.1	61.6
47100	2	1	59.95	54.1
47100	5	2	53.8	46.6
47100	6	3	50.2	52.1
47101	0	0	56.7	53.43
47101	1	-1	66.1	61.6
47101	2	1	59.95	54.1
47101	5	2	53.8	46.6
47101	6	3	50.2	52.1
