ISCO88	STDEMPST	CHEMPST	MCAMSIS	FCAMSIS	ISEI	TREI
9162	0	0	26.26	49.48	23	13
9162	1	-1	47.1	50.75	23	13
9162	2	1	47.1	49.4	23	13
9162	5	2	25.8	52.1	23	13
9162	6	3	25.8	49.4	23	13
9200	0	0	27.73	20	16	23
9200	1	-1	38.78	23.79	16	23
9200	2	1	44.3	46.9	16	23
9200	5	2	27.6	16.6	16	23
9200	6	3	22.3	11.3	16	23
9210	0	0	27.73	20	16	23
9210	1	-1	38.78	23.79	16	23
9210	2	1	44.3	46.9	16	23
9210	5	2	27.6	16.6	16	23
9210	6	3	22.3	11.3	16	23
9211	0	0	27.73	20	16	23
9211	1	-1	38.78	23.79	16	23
9211	2	1	44.3	46.9	16	23
9211	5	2	27.6	16.6	16	23
9211	6	3	22.3	11.3	16	23
9212	0	0	31.4	13.4	16	18
9212	1	-1	44.3	12.3	16	18
9212	2	1	35.95	14.45	16	18
9212	5	2	27.6	16.6	16	18
9212	6	3	22.3	11.3	16	18
9213	0	0	31.4	13.4	16	23
9213	1	-1	44.3	12.3	16	23
9213	2	1	35.95	14.45	16	23
9213	5	2	27.6	16.6	16	23
9213	6	3	22.3	11.3	16	23
9300	0	0	31.19	26.33	23	18
9300	1	-1	55.8	53.77	23	18
9300	2	1	55.8	64.4	23	18
9300	5	2	55.8	36.5	23	18
9300	6	3	29.28	25.61	23	18
9310	0	0	28.81	24.33	21	16
9310	1	-1	55.8	42.08	21	16
9310	2	1	55.8	64.4	21	16
9310	5	2	55.8	36.5	21	16
9310	6	3	28.31	24.1	21	16
9311	0	0	30.68	41.66	21	18
9311	1	-1	55.8	64.4	21	18
9311	2	1	55.8	64.4	21	18
9311	5	2	55.8	36.5	21	18
9311	6	3	25.3	24.1	21	18
9312	0	0	28.75	24.33	21	15
9312	1	-1	55.8	42.08	21	15
9312	2	1	55.8	64.4	21	15
9312	5	2	55.8	36.5	21	15
9312	6	3	28.4	24.1	21	15
9313	0	0	37.46	41.66	21	15
9313	1	-1	55.8	64.4	21	15
9313	2	1	42.05	50.45	21	15
9313	5	2	28.3	36.5	21	15
9313	6	3	28.3	24.1	21	15
9320	0	0	33.23	27.09	20	19
9320	1	-1	55.8	55.72	20	19
9320	2	1	55.8	64.4	20	19
9320	5	2	55.8	36.5	20	19
9320	6	3	30.2	26.2	20	19
9321	0	0	39.86	42.36	20	18
9321	1	-1	55.8	64.4	20	18
9321	2	1	44.7	50.45	20	18
9321	5	2	33.6	36.5	20	18
9321	6	3	30.2	26.2	20	18
9322	0	0	39.86	42.36	24	22
9322	1	-1	55.8	64.4	24	22
9322	2	1	44.7	50.45	24	22
9322	5	2	33.6	36.5	24	22
9322	6	3	30.2	26.2	24	22
9330	0	0	37.56	42.2	29	20
9330	1	-1	55.8	64.4	29	20
9330	2	1	41.7	50.45	29	20
9330	5	2	27.6	36.5	29	20
9330	6	3	29.3	25.7	29	20
9331	0	0	37.56	42.2	22	17
9331	1	-1	55.8	64.4	22	17
9331	2	1	41.7	50.45	22	17
9331	5	2	27.6	36.5	22	17
9331	6	3	29.3	25.7	22	17
9332	0	0	37.56	42.2	22	22
9332	1	-1	55.8	64.4	22	22
9332	2	1	41.7	50.45	22	22
9332	5	2	27.6	36.5	22	22
9332	6	3	29.3	25.7	22	22
9333	0	0	37.56	42.2	30	20
9333	1	-1	55.8	64.4	30	20
9333	2	1	41.7	50.45	30	20
9333	5	2	27.6	36.5	30	20
9333	6	3	29.3	25.7	30	20
