soc2000	stdempst	usempst	mcamsis	fcamsis
964	0	0	24.04	15.58
964	1	-1	56.93	52.07
964	2	-5	59.58	52.2
964	5	2	41.9	51.2
964	6	-2	23.21	14.95
965	-6	5	38.8	20.5
965	-5	4	38.8	20.6
965	-4	3	55.8	51.8
965	-3	1	55.8	45.8
965	0	0	40.11	20.53
965	1	-1	55.8	46.83
965	2	-5	55.8	48.8
965	5	2	38.8	42.9
965	6	-2	38.8	20.53
972	-6	5	27.2	20.6
972	-5	4	38.1	20.6
972	-4	3	65	42.1
972	-3	1	36.4	42.8
972	0	0	33.65	23.45
972	1	-1	41.32	42.6
972	2	-5	41.31	42.6
972	5	2	41.9	20.6
972	6	-2	32.74	20.6
973	-6	5	34.5	24.2
973	-5	4	40.3	34.5
973	-4	3	48.9	51.8
973	-3	1	40	45.8
973	0	0	40.56	39.84
973	1	-1	42.66	46.83
973	2	-5	44.45	48.8
973	5	2	39.1	42.9
973	6	-2	37.4	29.35
974	-6	5	34.5	24.2
974	-5	4	40.3	34.5
974	-4	3	48.9	51.8
974	-3	1	40	45.8
974	0	0	40.56	39.84
974	1	-1	42.66	46.83
974	2	-5	44.45	48.8
974	5	2	39.1	42.9
974	6	-2	37.4	29.35
975	-6	5	29.3	20.5
975	-5	4	30.9	20.6
975	-4	3	65	42.1
975	-3	1	55.8	42.8
975	0	0	30.26	21.17
975	1	-1	59.04	42.33
975	2	-5	59.04	42.33
975	5	2	32.6	20.5
975	6	-2	29.42	20.5
980	-6	5	57.2	62.4
980	-5	4	57.2	62.4
980	-4	3	57.2	62.4
980	-3	1	57.2	62.4
980	0	0	57.2	62.4
980	1	-1	57.2	62.4
980	2	-5	57.2	62.4
980	5	2	57.2	62.4
980	6	-2	57.2	62.4
981	-6	5	48.8	53.4
981	-5	4	48.8	53.4
981	-4	3	48.8	53.4
981	-3	1	48.8	53.4
981	0	0	48.8	53.4
981	1	-1	48.8	53.4
981	2	-5	48.8	53.4
981	5	2	48.8	53.4
981	6	-2	48.8	53.4
982	-6	5	44.5	41.2
982	-5	4	44.5	41.2
982	-4	3	44.5	41.2
982	-3	1	44.5	41.2
982	0	0	44.5	41.2
982	1	-1	44.5	41.2
982	2	-5	44.5	41.2
982	5	2	44.5	41.2
982	6	-2	44.5	41.2
983	-6	5	44.5	51.8
983	-5	4	44.5	51.8
983	-4	3	44.5	51.8
983	-3	1	44.5	51.8
983	0	0	44.5	51.8
983	1	-1	44.5	51.8
983	2	-5	44.5	51.8
983	5	2	44.5	51.8
983	6	-2	44.5	51.8
10001	0	0	61.38	60.21
10001	1	-1	61.04	61.79
10001	2	-5	61.02	61.76
10001	5	2	63.65	62.55
10001	6	-2	61.5	59.97
10002	0	0	61.22	58.52
10002	1	-1	74.41	78.8
10002	2	-5	74.5	78.87
10002	5	2	60.96	75.25
10002	6	-2	58.58	56.84
10003	0	0	66.67	58.58
10003	1	-1	72.54	69.26
10003	2	-5	72.49	68.9
10003	5	2	76.8	75.14
10003	6	-2	65.13	57.45
10004	0	0	65.88	66.12
10004	1	-1	74.8	76.28
10004	2	-5	74.95	76.29
10004	5	2	61.2	75.48
10004	6	-2	65.21	65.61
10005	0	0	61.49	62.98
10005	1	-1	74.01	78.75
10005	2	-5	74.01	78.84
10005	5	2	62.36	70.23
10005	6	-2	60.53	61.95
10006	0	0	71.46	75.94
10006	1	-1	82.84	95.63
10006	2	-5	82.84	95.76
10006	5	2	83.35	74.42
10006	6	-2	70.26	72.73
10007	0	0	62.04	62.01
10007	1	-1	77.66	84.91
10007	2	-5	77.89	84.97
10007	5	2	60.6	81.38
10007	6	-2	61.77	61.26
10008	0	0	79.49	68.19
10008	1	-1	81.37	77.26
10008	2	-5	81.37	77.23
10008	5	2	78.75	79.53
10008	6	-2	78.09	66.49
10009	0	0	69.7	62.45
10009	1	-1	73.27	71.67
10009	2	-5	73.41	71.84
10009	5	2	62.05	63.48
10009	6	-2	69.62	62.22
10010	0	0	67.62	68.63
10010	1	-1	74.66	76.54
10010	2	-5	74.67	76.59
10010	5	2	73.55	73.41
10010	6	-2	64.33	64.88
10011	0	0	68.07	58.12
10011	1	-1	76.62	77.43
10011	2	-5	76.62	77.83
10011	5	2	76.1	60.27
10011	6	-2	64.61	57.3
10012	0	0	44.92	36.56
10012	1	-1	63.13	51.67
10012	2	-5	63.16	51.9
10012	5	2	60.83	43.9
10012	6	-2	43.35	35.74
10013	0	0	49.2	43.36
10013	1	-1	59.6	62.9
10013	2	-5	59.75	62.9
10013	5	2	42.7	62.9
10013	6	-2	49.1	43.19
10014	0	0	30.03	31.11
10014	1	-1	43.18	45.16
10014	2	-5	43.73	46.42
10014	5	2	33.8	34.27
10014	6	-2	28.35	30.51
10015	0	0	33.93	24.65
10015	1	-1	44.99	35.59
10015	2	-5	45.03	35.34
10015	5	2	43.71	42.24
10015	6	-2	31.78	21.52
10016	0	0	47.16	43.11
10016	1	-1	52.19	44.01
10016	2	-5	52.23	44.07
10016	5	2	50.84	40.3
10016	6	-2	45.05	42.48
10017	0	0	55.74	48.53
10017	1	-1	63.04	61.13
10017	2	-5	63.13	61.42
10017	5	2	55.78	54.24
10017	6	-2	53.39	46.14
10018	0	0	46.79	48.46
10018	1	-1	62.78	68.4
10018	2	-5	62.3	67.9
10018	5	2	68.57	71.18
10018	6	-2	46.21	47.34
10019	0	0	30.18	19.74
10019	1	-1	43.23	42.61
10019	2	-5	43.24	49.4
10019	5	2	43.2	40.74
10019	6	-2	27.6	16.78
10020	0	0	40.55	40.38
10020	1	-1	49.5	53.74
10020	2	-5	49.57	54.15
10020	5	2	41.23	48.92
10020	6	-2	37.71	34.36
10021	0	0	37.18	19.12
10021	1	-1	45.09	29.53
10021	2	-5	45.09	29.53
10021	5	2	37.66	18.3
10021	6	-2	36.53	18.3
10022	0	0	40.96	43.25
10022	1	-1	48.54	59.47
10022	2	-5	48.54	59.96
10022	5	2	48.7	54.19
10022	6	-2	39.95	41.34
10023	0	0	35.03	25.26
10023	1	-1	53.66	52.7
10023	2	-5	53.61	52.95
10023	5	2	55.54	48.66
10023	6	-2	33.8	23.72
10024	0	0	35.82	27.92
10024	1	-1	42.41	46.35
10024	2	-5	42.45	46.26
10024	5	2	39.72	47.34
10024	6	-2	35.19	26.95
10025	0	0	47.36	51.97
10025	1	-1	48.75	52.2
10025	2	-5	48.75	52.2
10025	5	2	48.75	52.2
10025	6	-2	47.36	51.97
