  189.00     5.00   65.5   76.5     46     48
  189.00     6.00   59.4   49.6     46     48
  193.00      .00   64.7   73.2     32     50
  193.00     1.00   64.7   73.2     32     50
  193.00     2.00   61.9   82.2     32     50
  193.00     5.00   64.5   76.5     32     50
  193.00     6.00   67.3   70.2     32     50
  194.00      .00   63.1   65.9   -999   -999
  194.00     1.00   63.1   65.9   -999   -999
  194.00     2.00   64.6   73.1   -999   -999
  194.00     5.00   64.5   72.7   -999   -999
  194.00     6.00   62.5   62.9   -999   -999
  195.00      .00   72.9   80.5     58     65
  195.00     1.00   72.9   80.5     58     65
  195.00     2.00   69.1   90.7     58     65
  195.00     5.00   79.6   90.7     58     65
  195.00     6.00   73.9   77.0     58     65
  197.00      .00   66.5   73.3     57     69
  197.00     1.00   66.5   73.3     57     69
  197.00     2.00   70.7   71.1     57     69
  197.00     5.00   70.2   76.5     57     69
